id,name,street,city,state,accessible,unisex,directions,comment,latitude,longitude,created_at,updated_at,downvote,upvote,country,changing_table,edit_id,approved
35625,Cleveland Clinic Main,9500 Euclid Ave,Cleveland,Ohio,True,True,"First floor, walk toward the back past the gendered restrooms. There are two unisex restrooms",,41.5013723,-81.620719,2017-06-09T06:42:11.997Z,2017-06-09T06:42:11.997Z,0,1,US,False,35625,True
35626,Cleveland Clinic Crile Building,2049 East 100th St,Cleveland,Ohio,False,True,"Hard to find
First floor: turn down hallway labeled A14 (I think), go past desk, 2 unisex restrooms
Fourth floor: turn right at lobby, go to sign ""B"" there are 2 unisex restrooms. These are accessible.",,41.5023214,-81.6177211,2017-06-09T06:47:26.293Z,2017-06-09T06:47:26.293Z,0,0,US,False,35626,True
36793,Grover Cleveland service area,Sewaren,Cleveland ,New Jersey ,True,True,,"Enter the service building where there's food areas and right in front there is a family bathroom, unlocked and no one cared.",40.556982,-74.2632034,2017-08-03T17:30:29.071Z,2017-08-03T17:30:29.071Z,0,1,US,True,36793,True
38787,"3172 W 11th St, Cleveland, OH 44109, USA",3172 W 11th St,Cleveland,Ohio,True,True,In the corner of the Christmas Story House gift shop there are two single stall restrooms,"I think one has a table, and one doesn’t. ",41.4683899,-81.6878342,2017-11-24T21:10:47.898Z,2017-11-24T21:10:47.898Z,0,0,US,False,38787,True
48242,"2121 Euclid Ave, Cleveland, OH 44115, USA",2121 Euclid Ave,Cleveland,Ohio,True,True,Second floor in the student center ,,41.5022777,-81.6752568,2019-03-18T17:57:04.701Z,2019-03-18T17:57:04.796Z,0,0,US,False,48242,True
50453,"10026 Lorain Ave, Cleveland, OH 44111, USA",10026 Lorain Ave,Cleveland,Ohio,False,False,,,41.4670222,-81.7536391,2019-06-16T16:37:40.560Z,2019-06-16T16:37:40.583Z,0,0,US,False,50453,True
4021,Cleveland Hall ,61 E. Grace,Harrisonburg,VA,True,True,1 bathroom on second floor across from stairs and includes a bathtub,,38.440941,-78.873471,2014-02-02T20:54:59.468Z,2014-02-02T20:54:59.468Z,1,0,US,False,4021,True
19096,Cleveland,SCCQVjtWpPjwUrEpzmT,New York,NY,False,False,"What's the exchange rate for euros? <a href="" http://filplast.eu/?how-can-i-buy-clomid-online.pptx#infect "">can i buy clomid tablets</a>  ""We are like brothers,â Rivera said of Jeter. âAll he said was 'Remember you are the best.' We played for so many years together. We went through good times and bad times and at the same time. I don't know what he is going to do but I need to be there for him.""
 ","What's the exchange rate for euros? <a href="" http://filplast.eu/?how-can-i-buy-clomid-online.pptx#infect "">can i buy clomid tablets</a>  ""We are like brothers,â Rivera said of Jeter. âAll he said was 'Remember you are the best.' We played for so many years together. We went through good times and bad times and at the same time. I don't know what he is going to do but I need to be there for him.""
 ",40.7127753,-74.0059728,2015-10-27T23:15:46.359Z,2020-04-14T21:12:28.997Z,0,0,BB,False,19096,True
23561,Grover Cleveland Travel Plaza,New Jersey Turnpike Northbound,Woodbridge Township,New Jersey,True,True,,Family/unisex restroom,40.563251,-74.282973,2016-06-24T22:42:42.301Z,2016-06-24T22:42:42.301Z,0,0,US,False,23561,True
27720,Cleveland Hall,61 E. Grace St,Harrisonburg,VA,False,True,"Second floor, across from the stairs, includes bathtub.",,38.4399889,-78.8739276,2017-01-23T01:07:14.128Z,2017-01-23T01:07:14.128Z,0,0,US,False,27720,True
27721,Cleveland Hall,61 E. Grace St,Harrisonburg,VA,False,True,"Second floor, across from the stairs, includes bathtub.",,38.4399889,-78.8739276,2017-01-23T01:07:14.370Z,2017-01-23T01:07:14.370Z,0,0,US,False,27721,True
27722,Cleveland Hall,61 East Grace Street,Harrisonburg,Virginia,False,True,Second floor across from staircase,,38.4399989,-78.8739326,2017-01-23T01:07:54.168Z,2020-04-14T21:15:09.978Z,0,0,US,False,27722,True
40197,Grover Cleveland service area,NJ Turnpike,Sewaren,New Jersey,True,True,In between the women's and men's restrooms,"This is a ""family"" unisex single occupancy bathroom",40.5587764,-74.263756,2018-03-01T14:49:16.289Z,2018-03-01T14:49:16.289Z,0,1,US,True,40197,True
47254,Cleveland Vegan,17112 Detroit Avenue,Lakewood,OH,True,True,"Down the hall, in between the counter and the bakery","It's a restaurant, but they're pretty chill. If you ask to use the restroom they'll likely let you.",41.485625,-81.8161947,2019-02-01T14:06:09.029Z,2019-02-01T14:06:09.075Z,0,0,US,False,47254,True
47255,Cleveland Vegan,17112 Detroit Avenue,Lakewood,OH,True,True,,"It's a restaurant, but they're pretty chill. If you ask to use the restroom they'll likely let you.",41.485625,-81.8161947,2019-02-01T14:10:24.532Z,2019-02-01T14:10:24.556Z,0,0,US,False,47255,True
54980,Grover Cleveland Service Area,N/A,Sewaren,NJ,True,False,In between men and women’s ,Family bathroom,40.5520491,-74.2587568,2020-01-24T18:51:18.486Z,2020-04-14T21:00:25.908Z,0,1,US,True,54980,True
6165,Thwing Center,11111 Euclid Avenue,Cleveland,OH,True,True,"Adjacent to the Office of Faculty Development and the Cleveland Room, which are up the steps to ""Thwing West"" (immediately to the left of the street entrance). ADA ramp is about 100 feet further into the building on the same side.",Building is open to the public,41.5073561,-81.6082907,2014-07-23T16:10:09.169Z,2014-07-23T16:10:09.169Z,1,2,United States,False,6165,True
278,Cold Stone Creamery,3508 Connecticut Avenue NW,WASHINGTON,DC,True,True,towards the back,near cleveland park metro,38.935748,-77.058779,2014-02-02T20:49:25.798Z,2014-02-02T20:49:25.798Z,1,0,US,False,278,True
1148,Snuffy's Restaurant,244 Cleveland Ave S,St Paul,MN,False,False,"In the basement, have to go through the kithen and down stairs.","Single stall locking, not gendered - since it's beyond the kitchen, though, it's not probably not just a ""walk right in"".",44.9341115,-93.187277,2014-02-02T20:50:34.552Z,2014-02-02T20:50:34.552Z,1,0,US,False,1148,True
5005,Highland Grill,771 Cleveland Ave S,Saint Paul,MN,True,True,,,44.918234,-93.18779,2014-02-16T07:49:50.240Z,2014-02-16T07:50:51.356Z,1,1,,False,5005,True
16195,Cafe Caribe,54 Cleveland Street ,Wellington,Wellington,False,True,"At the back of the cafe, on the left. Is down a step.","This is a really small cafe, so it might feel a bit awkward to just pop in to use the toilet if there's not many customers. They people who run it and work there are really really sweet, though. ",-41.3050554,174.7639589,2015-03-05T05:16:03.600Z,2015-03-05T05:16:03.600Z,0,0,NZ,False,16195,True
17039,Punch Pizza,704 Cleveland Avenue South,Saint Paul,Minnesota,False,True,,,44.9202775,-93.1869395,2015-04-05T00:44:41.200Z,2015-04-05T00:44:41.200Z,0,1,US,False,17039,True
18522,Howe Sound Inn and Brewing Company,37801 Cleveland Ave,Squamish,British Columbia,True,False,,,49.695733,-123.15632,2015-08-30T02:49:27.557Z,2015-08-30T02:49:27.557Z,0,0,CA,False,18522,True
22783,Top Pot Donuts/Rudy's Barbershop,16095 Cleveland Street,Redmond,Washington,False,True,"Restrooms inside, between the two shops, accessed by hallway",Bathrooms large enough for disabled customers/have handle bars to help with standing but difficult to access through narrow hallway,47.6741091,-122.1266253,2016-06-13T05:33:14.084Z,2016-06-13T05:33:14.084Z,0,0,US,False,22783,True
23142,Westerville Community Center,350 N. Cleveland Avenue,Westerville,Ohio,True,True,"Pool area locker rooms. Turn left from the entrance, go down the hallway. Locker room entry is just past the desk where you pay for your pool pass.","Regular restrooms are gendered, but they have ""special needs"" locker rooms for multi-gender families, disabled people, or ""those with other special needs"" down the center (between the men's and women's locker rooms) which also have toilets. Only available if you have paid/have a pass to get into the pool area.",40.1356752,-82.9449169,2016-06-15T14:09:22.856Z,2016-06-15T14:09:22.856Z,0,1,US,False,23142,True
28245,Quixotic Coffee,769 Cleveland,St Paul,MN,True,True,"Way in the back, one stall",Paying customers only,44.918328,-93.1875866,2017-02-23T18:31:57.137Z,2017-02-23T18:31:57.137Z,0,1,US,False,28245,True
36500,Quixotic Coffee,769 Cleveland Ave S,St. Paul,MN,False,False,All the way in the back,"M-S 6:30am-8pm, Sunday 7am-6pm",44.918328,-93.1875866,2017-07-19T21:23:25.638Z,2017-07-19T21:23:25.638Z,0,1,US,False,36500,True
37003,Lowes,2100 w Cleveland avenue ,Madera,California ,True,False,"When leaving, left of the sliding doors labeled exit ",,36.9736556,-120.0822027,2017-08-16T00:42:20.863Z,2017-08-16T00:42:20.863Z,0,0,US,False,37003,True
37977,Katie's Diner,120 W Cleveland Ave,Guthrie,Oklahoma,True,True,,,35.8792556,-97.4262964,2017-10-01T16:24:56.440Z,2017-10-01T16:24:56.440Z,0,1,US,False,37977,True
38608,Starbucks,3407 Cleveland Ave NW,Canton,Ohio,True,True,"Corner of store, to the right of checkout line if you are facing it. ",,40.8364371,-81.3899665,2017-11-12T17:15:43.185Z,2020-04-14T21:19:02.838Z,0,0,US,False,38608,True
39207,Columbus College of Art and Design - Loann Crane Center for Design,112 Cleveland Avenue,Columbus,Ohio,False,False,"on the first floor, down the left hallway",,39.96595,-82.990063,2017-12-30T03:12:47.536Z,2017-12-30T03:12:47.536Z,0,2,US,False,39207,True
40206,Pasquale's Pizza & Pasta House,S Cleveland ave ,Westerville ,Ohio ,True,False,Just walk straight back ,You have to be eating there. ,40.1180509,-82.9486424,2018-03-01T23:45:04.988Z,2018-03-01T23:45:04.988Z,0,1,US,False,40206,True
41005,Janie Moore,5108 Cleveland Boulevard,Nampa,Idaho,True,True,"Not in front bathrooms, but back bathroom by the shoes and electronics. ",,43.6315915,-116.6472268,2018-04-19T05:41:36.477Z,2018-04-19T05:41:36.477Z,0,0,US,True,41005,True
41081,Roast House Coffee,423 E Cleveland Ave,Spokane ,WA,True,True,,"Great coffee, too. M-F 8-4; Sa 10 - 2",47.684648,-117.4038154,2018-04-25T02:27:49.704Z,2018-04-25T02:27:49.704Z,0,1,US,False,41081,True
41543,Orlando Sanford International Airport,1200 Red Cleveland Blvd,Sanford,Florida,True,True,family restroom next to baggage claim ,,28.7755261,-81.2435838,2018-05-28T00:22:57.098Z,2018-05-28T00:22:57.098Z,0,1,US,True,41543,True
44016,Homegrown / Molly Moon’s,7841 Leary Way NE,Redmond,WA,True,True,Between Homegrown and Molly Moon’s on Cleveland there is a black windowed door. Restrooms are through there. Also accessible through either eating establishment.,Two unisex self contained restrooms. Both are accessible. One has a changing table. (Try the ice cream!),47.6736136,-122.1234202,2018-09-13T23:15:20.968Z,2020-04-14T21:26:58.887Z,0,0,US,True,44016,True
45988,Safeway,13380 E Mary Ann Cleveland Way ,Vail,Arizona,True,True,"Front right corner, right next to Starbucks",,32.0500625,-110.7087079,2018-11-21T02:17:54.481Z,2019-02-12T06:31:24.852Z,0,0,US,False,45987,True
46614,Safeway,E Mary Ann Cleveland Way,Vail,Arizona,True,False,"In the front right of the store, right next to the Starbucks. ",,32.0522332,-110.7144879,2018-12-24T02:12:05.769Z,2018-12-24T02:12:05.868Z,0,1,US,True,46614,True
46677,Edison Mall Family Restroom,4125 Cleveland Ave,Fort Myers,Florida,True,False,It’s down the hall in between the stores Love Culture and Divine Lashes & More a.k.a. entrance E,,26.6015082,-81.8692164,2018-12-29T19:32:03.786Z,2018-12-29T19:32:04.339Z,34,3,US,True,46677,True
49122,Aldi,S. Cleveland Massilon Rd,Fairlawn,Ohio,True,False,,,41.1215947,-81.6378061,2019-04-14T00:27:43.580Z,2019-04-14T00:27:43.603Z,0,0,US,False,49122,True
50605,Dickens Street Public House ,2060 N Cleveland Avenue,Chicago ,Illinois,True,False,To the left of the bar,"No handrail, must be a paying customer ",41.9199689,-87.641573,2019-06-23T03:20:01.637Z,2019-06-23T03:20:01.743Z,0,0,US,False,50605,True
51020,Rite aid canton south,4042 Cleveland Ave SW,Canton,OH,True,False,Back of the store on the left,Restrooms open to anyone. Paying or not. Men's and women's both lock and have changing tables. Staff will not ask or question. ,40.7505898,-81.3738822,2019-07-13T23:32:03.816Z,2019-07-13T23:32:03.926Z,0,0,US,True,51020,True
2307,West Shore Unitarian Universalist Church,20401 Hilliard Boulevard,Cleveland,OH,True,True,There are three unisex/family bathrooms.  Enter from the parking lot entrance (east entrance).  The most commonly used by the public are directly forward through the rotunda.  Take the first hallway on your left that does not have a door.  Turn left again and there are two bathrooms right there.  There is a unisex bathroom to your right and all the way down the small hallway.,"This is a church and is open 8AM to 10PM Monday through Friday, most Saturdays during the day, and during the morning and afternoon on Sundays.The 2009-10 intern minister is/was genderqueer and the congregation is a welcoming congregation to the GLBT community.",41.46329,-81.874039,2014-02-02T20:52:17.617Z,2014-02-02T20:52:17.617Z,1,2,US,False,2307,True
